,year,segment_month,segment_number,smiles,inchi,validated by Unichem,,,,,,
47,2022,May,8,C1=COC(=C1)CN2CC(CC2=O)C(=O)NC3=CC=C(C=C3)C4=NC(=NO4)C5=CC=C(C=C5)Cl,"InChI=1S/C24H19ClN4O4/c25-18-7-3-15(4-8-18)22-27-24(33-28-22)16-5-9-19(10-6-16)26-23(31)17-12-21(30)29(13-17)14-20-2-1-11-32-20/h1-11,17H,12-14H2,(H,26,31)",False,,,,,,
48,2022,May,9,C1=CC2=C(C=C1)[C@H](CC2)NC3=C4C=CN([C@@H]5C[C@@H](COS(=O)(=O)N)[C@H](C5)O)C4=NC=N3,"InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)/t14-,15+,18-,19-/m0/s1",True,,,,,,
49,2022,May,10,C[C@H]1CCCCN1C2=NN=C3C=CC(=CN32)O[C@@H]4CC[C@@H](C5=C4C=CC=C5)NC(=O)NC6=CC(=NN6C7=CN(CCN(C)C)N=C7)C(C)(C)C,"InChI=1S/C37H49N11O2/c1-25-11-9-10-18-46(25)36-42-41-33-17-14-27(24-47(33)36)50-31-16-15-30(28-12-7-8-13-29(28)31)39-35(49)40-34-21-32(37(2,3)4)43-48(34)26-22-38-45(23-26)20-19-44(5)6/h7-8,12-14,17,21-25,30-31H,9-11,15-16,18-20H2,1-6H3,(H2,39,40,49)/t25-,30-,31+/m0/s1",True,,,,,,
50,2022,May,11,COC1=C(C(=CC=C1)C(=O)N2CCN3C[C@H](CC[C@H]3C2)C4=CC=C(C=C4)Cl)Br,"InChI=1S/C22H24BrClN2O2/c1-28-20-4-2-3-19(21(20)23)22(27)26-12-11-25-13-16(7-10-18(25)14-26)15-5-8-17(24)9-6-15/h2-6,8-9,16,18H,7,10-14H2,1H3/t16-,18-/m0/s1",False,,,,,,
51,2022,June,1,CC(C)NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN([C@H]3C[C@H]32)C4=C5[C@H](C)CC(=O)NC5=NC=N4,"InChI=1S/C25H31ClN6O2/c1-14(2)27-12-18(16-4-6-17(26)7-5-16)25(34)32-9-8-31(19-11-20(19)32)24-22-15(3)10-21(33)30-23(22)28-13-29-24/h4-7,13-15,18-20,27H,8-12H2,1-3H3,(H,28,29,30,33)/t15-,18-,19+,20-/m1/s1",True,,,,,,
52,2022,June,2,CC1(C)C(=O)N(C2=CC=C(C=C2)F)C3=CC=C(C=C3O1)NS(=O)(=O)C,"InChI=1S/C17H17FN2O4S/c1-17(2)16(21)20(13-7-4-11(18)5-8-13)14-9-6-12(10-15(14)24-17)19-25(3,22)23/h4-10,19H,1-3H3",True,,,,,,
53,2022,June,3,COCCO[C@@H]1CC[C@H](CC1)NC(=O)C2=CC(=NC3=C2C=CN3)C4=CN=CS4,"InChI=1S/C20H24N4O3S/c1-26-8-9-27-14-4-2-13(3-5-14)23-20(25)16-10-17(18-11-21-12-28-18)24-19-15(16)6-7-22-19/h6-7,10-14H,2-5,8-9H2,1H3,(H,22,24)(H,23,25)/t13-,14-",False,,,,,,
54,2022,June,4,CC(C)N1C(=CC=N1)C(=O)N[C@@H](C(C2CC2)C3CC3)C(=O)NC4=CC=C(C=C4)C5=C(C)NN=C5C,"InChI=1S/C27H34N6O2/c1-15(2)33-22(13-14-28-33)26(34)30-25(24(19-5-6-19)20-7-8-20)27(35)29-21-11-9-18(10-12-21)23-16(3)31-32-17(23)4/h9-15,19-20,24-25H,5-8H2,1-4H3,(H,29,35)(H,30,34)(H,31,32)/t25-/m0/s1",True,,,,,,
55,2022,June,5,CC1=NN(C=C1NC2=NC=C(C(=N2)NC)C(F)(F)F)C(C)(C)C#N,"InChI=1S/C14H16F3N7/c1-8-10(6-24(23-8)13(2,3)7-18)21-12-20-5-9(14(15,16)17)11(19-4)22-12/h5-6H,1-4H3,(H2,19,20,21,22)",True,,,,,,
56,2022,June,6,CC1=CC=C(C(=C1C)[C@@H](C)[C@@H](C2=NNC(=O)O2)NS(=O)(=O)C3=CC=C(C=C3C(=O)N)Cl)F,"InChI=1S/C20H20ClFN4O5S/c1-9-4-6-14(22)16(10(9)2)11(3)17(19-24-25-20(28)31-19)26-32(29,30)15-7-5-12(21)8-13(15)18(23)27/h4-8,11,17,26H,1-3H3,(H2,23,27)(H,25,28)/t11-,17+/m1/s1",True,,,,,,
57,2022,June,7,C[C@H](C(F)(F)F)OC1=CC=C(C=C1C(=O)N2C[C@@H]3C[C@@]3(C2)C4=NOC(=C4)C(F)(F)F)S(=O)(=O)C,"InChI=1S/C20H18F6N2O5S/c1-10(19(21,22)23)32-14-4-3-12(34(2,30)31)5-13(14)17(29)28-8-11-7-18(11,9-28)15-6-16(33-27-15)20(24,25)26/h3-6,10-11H,7-9H2,1-2H3/t10-,11+,18+/m1/s1",True,,,,,,
58,2022,June,8,CC(C)(C1=NC(=NO1)C23CCC(CC2)(CC3)CN(C4=CC=CC(=C4)C5=CC=C(C=C5)C(C)(C)O)C(=O)[C@@H]6C[C@](C6)(C(F)(F)F)O)F,"InChI=1S/C35H41F4N3O4/c1-30(2,36)29-40-28(41-46-29)33-15-12-32(13-16-33,14-17-33)21-42(27(43)24-19-34(45,20-24)35(37,38)39)26-7-5-6-23(18-26)22-8-10-25(11-9-22)31(3,4)44/h5-11,18,24,44-45H,12-17,19-21H2,1-4H3/t24-,32?,33?,34+",True,,,,,,
59,2022,June,9,CC1=C2C(=C(C=C1)F)C=C(C(=O)N[C@@H]3CCC[C@@H](C3)N4CCN(CC4)C(=O)C)N2,"InChI=1S/C22H29FN4O2/c1-14-6-7-19(23)18-13-20(25-21(14)18)22(29)24-16-4-3-5-17(12-16)27-10-8-26(9-11-27)15(2)28/h6-7,13,16-17,25H,3-5,8-12H2,1-2H3,(H,24,29)/t16-,17+/m1/s1",True,,,,,,
60,2022,June,10,CC1=C(COC2=CC(=CC3=C2C=C(C4=CN5C(=N4)SC(=N5)OC)O3)OC)N=C(N6CCOCC6)S1,"InChI=1S/C23H23N5O5S2/c1-13-17(25-21(34-13)27-4-6-31-7-5-27)12-32-18-8-14(29-2)9-19-15(18)10-20(33-19)16-11-28-22(24-16)35-23(26-28)30-3/h8-11H,4-7,12H2,1-3H3",True,,,,,,
61,2022,June,11,CC1=C(COC2=CC(=CC3=C2C=C(C4=CN5C(=N4)SC(=N5)OC)O3)OC)N=C(N6CCOCC6)S1,"InChI=1S/C23H23N5O5S2/c1-13-17(25-21(34-13)27-4-6-31-7-5-27)12-32-18-8-14(29-2)9-19-15(18)10-20(33-19)16-11-28-22(24-16)35-23(26-28)30-3/h8-11H,4-7,12H2,1-3H3",True,,,,,,
62,2022,July,1,C=CC(=O)N1CCN(CC1)C2=NC3=C(C=N2)N=CN=C3NC4=CC(=C(C=C4)OC5=CC6=C(C=C5)N(C)C=N6)C,"InChI=1S/C28H27N9O2/c1-4-25(38)36-9-11-37(12-10-36)28-29-15-22-26(34-28)27(31-16-30-22)33-19-5-8-24(18(2)13-19)39-20-6-7-23-21(14-20)32-17-35(23)3/h4-8,13-17H,1,9-12H2,2-3H3,(H,30,31,33)",False,,,,,,
63,2022,July,2,C1=CC=C(C=C1)[C@H]2[C@H](CCCN2CC3=CC=C(C=C3[N+](=O)[O-])C(=O)O)O[C@H](CO)C4=CC(=CC(=C4)Cl)Cl,"InChI=1S/C27H26Cl2N2O6/c28-21-11-20(12-22(29)14-21)25(16-32)37-24-7-4-10-30(26(24)17-5-2-1-3-6-17)15-19-9-8-18(27(33)34)13-23(19)31(35)36/h1-3,5-6,8-9,11-14,24-26,32H,4,7,10,15-16H2,(H,33,34)/t24-,25+,26-/m0/s1",True,,,,,,
64,2022,July,3,CN1C(=CN=N1)C2=CN([C@H](CCOC(F)F)C3=CC=C(C=[N+]3[O-])C4=C(C(=CC=C4N5C=C(Cl)N=N5)Cl)F)N=C2,"InChI=1S/C23H18Cl2F3N9O2/c1-34-19(9-29-32-34)14-8-30-35(10-14)16(6-7-39-23(27)28)17-4-2-13(11-37(17)38)21-18(5-3-15(24)22(21)26)36-12-20(25)31-33-36/h2-5,8-12,16,23H,6-7H2,1H3/t16-/m1/s1",True,,,,,,
65,2022,July,4,CC(C)C1=CC=C(C2=CN=C(C=C12)NC3=NC(=NC=I3)N4CC[C@H]([C@H](C4)F)OC)N5C[C@H](CS(=O)(=O)C)[C@H]5C,"InChI=1S/C27H36FIN6O3S/c1-16(2)19-6-7-23(35-12-18(17(35)3)14-39(5,36)37)21-11-30-25(10-20(19)21)32-26-29-15-31-27(33-26)34-9-8-24(38-4)22(28)13-34/h6-7,10-11,15-18,22,24H,8-9,12-14H2,1-5H3,(H,30,31,32,33)/t17-,18-,22+,24-/m1/s1",False,,,,,,
66,2022,July,5,CC1=CC=C2C(=C1)C=C([C@H]3C[C@@H](CN3C(=O)C4=CC5=C(N=C4)NC(=C5)C)N6C(=CC(=N6)C)CN)N2CC7=CC=C(C=C7)Cl,"InChI=1S/C34H34ClN7O/c1-20-4-9-30-24(10-20)14-31(40(30)18-23-5-7-27(35)8-6-23)32-15-29(42-28(16-36)12-22(3)39-42)19-41(32)34(43)26-13-25-11-21(2)38-33(25)37-17-26/h4-14,17,29,32H,15-16,18-19,36H2,1-3H3,(H,37,38)/t29-,32+/m0/s1",False,,,,,,
67,2022,July,6,C[C@H](CC[C@@](C)(C(F)(F)F)O)[C@H]1CC[C@@]2([3H])[C@]1([3H])CC[C@@]3([3H])[C@@]4(C)CC[C@@](C)(CC4=CC[C@@]23[3H])O,"InChI=1S/C26H41F3O2/c1-16(11-12-25(4,31)26(27,28)29)18-7-8-20-19(18)9-10-22-21(20)6-5-17-15-23(2,30)13-14-24(17,22)3/h5,16,18-22,30-31H,6-15H2,1-4H3/t16-,18-,19-,20+,21+,22-,23+,24+,25+/m1/s1/i19T,20T,21T,22T",False,,,,,,
68,2022,July,7,CC1=C(C=CC=C1[C@@H](C)NC2=C3C=C(N=CC3=C(C)N=N2)N4CCOCC4)C#N,"InChI=1S/C22H24N6O/c1-14-17(12-23)5-4-6-18(14)15(2)25-22-19-11-21(28-7-9-29-10-8-28)24-13-20(19)16(3)26-27-22/h4-6,11,13,15H,7-10H2,1-3H3,(H,25,27)/t15-/m1/s1",True,,,,,,
69,2022,July,8,CC1=CC=C(C(=C1N2C(=C(C3=C2N=C(C)C(=C3)C)C(=O)N)N)C)O,"InChI=1S/C18H20N4O2/c1-8-5-6-13(23)10(3)15(8)22-16(19)14(17(20)24)12-7-9(2)11(4)21-18(12)22/h5-7,23H,19H2,1-4H3,(H2,20,24)",True,,,,,,
70,2022,July,9,CCOCC1=C(N=C(Cl)N=C1)OC2=NC3=C(C=C2)C4=C(C=C3)SC5=C4NC[C@@H](C)NC5=O,"InChI=1S/C22H20ClN5O3S/c1-3-30-10-12-9-25-22(23)28-21(12)31-16-7-4-13-14(27-16)5-6-15-17(13)18-19(32-15)20(29)26-11(2)8-24-18/h4-7,9,11,24H,3,8,10H2,1-2H3,(H,26,29)/t11-/m1/s1",True,,,,,,
71,2022,July,10,CN1C(=CC(=N1)C(=O)OCCCCNC[C@@H](C2=CC=C(C3=C2C=CC(=O)N3)O)O)COC4=CC(=CC=C4)[C@H](C5=CC=CC=C5)NC(=O)O[C@H]6CN7CCC6CC7,"InChI=1S/C42H48N6O8/c1-47-30(23-34(46-47)41(52)54-21-6-5-18-43-24-36(50)32-12-14-35(49)40-33(32)13-15-38(51)44-40)26-55-31-11-7-10-29(22-31)39(28-8-3-2-4-9-28)45-42(53)56-37-25-48-19-16-27(37)17-20-48/h2-4,7-15,22-23,27,36-37,39,43,49-50H,5-6,16-21,24-26H2,1H3,(H,44,51)(H,45,53)/t36-,37-,39-/m0/s1",True,,,,,,
72,2022,August,1,C[C@@H]1CN(CCN1C(=O)C)C2=C(N)N=NC(=C2)C3=C(C=CC=C3)O,"InChI=1S/C17H21N5O2/c1-11-10-21(7-8-22(11)12(2)23)15-9-14(19-20-17(15)18)13-5-3-4-6-16(13)24/h3-6,9,11,24H,7-8,10H2,1-2H3,(H2,18,20)/t11-/m1/s1",True,,,,,,
73,2022,August,2,CO[C@H](CNC(=O)C1=CC(=C2C=C(C=CC2=N1)Cl)NC3=C(C(=CC=C3)F)F)CO,"InChI=1S/C20H18ClF2N3O3/c1-29-12(10-27)9-24-20(28)18-8-17(13-7-11(21)5-6-15(13)25-18)26-16-4-2-3-14(22)19(16)23/h2-8,12,27H,9-10H2,1H3,(H,24,28)(H,25,26)/t12-/m1/s1",False,,,,,,
74,2022,August,3,C[C@H](C1=CC(=CC=C1CN2C3=C(C(=O)NC2=S)NC=C3)Cl)N,"InChI=1S/C15H15ClN4OS/c1-8(17)11-6-10(16)3-2-9(11)7-20-12-4-5-18-13(12)14(21)19-15(20)22/h2-6,8,18H,7,17H2,1H3,(H,19,21,22)/t8-/m1/s1",True,,,,,,
75,2022,August,4,CC(=O)C(C(=O)N1[C@H]2CC[C@@H]1CN(C2)C3=NC(=NC4=C3C=NC(=C4F)C5=C6C(=CC=C5)C=CC=C6Cl)OCC78CCCN8CCC7)(O)O,"InChI=1S/C35H36ClFN6O5/c1-20(44)35(46,47)32(45)43-22-10-11-23(43)18-41(17-22)31-25-16-38-29(24-8-2-6-21-7-3-9-26(36)27(21)24)28(37)30(25)39-33(40-31)48-19-34-12-4-14-42(34)15-5-13-34/h2-3,6-9,16,22-23,46-47H,4-5,10-15,17-19H2,1H3/t22-,23+",False,,,,,,
76,2022,August,5,COCCOC1=C(C(=C(C=C1)C(=O)N)C2=C3C[C@@](CN)(C4=CC=CC=C4)OC3=CC=C2Cl)F,"InChI=1S/C25H24ClFN2O4/c1-31-11-12-32-20-9-7-16(24(29)30)22(23(20)27)21-17-13-25(14-28,15-5-3-2-4-6-15)33-19(17)10-8-18(21)26/h2-10H,11-14,28H2,1H3,(H2,29,30)/t25-/m1/s1",True,,,,,,
77,2022,August,6,CC1=NC2=C(C=C1)C(=NN2CCCNC(=O)OC)[C@@H](C)N(C3CC3)C(=O)[C@H]4CNCCO4,"InChI=1S/C22H32N6O4/c1-14-5-8-17-19(26-27(20(17)25-14)11-4-9-24-22(30)31-3)15(2)28(16-6-7-16)21(29)18-13-23-10-12-32-18/h5,8,15-16,18,23H,4,6-7,9-13H2,1-3H3,(H,24,30)/t15-,18-/m1/s1",True,,,,,,
78,2022,August,7,CCN1C(=NN(C2=C(C=C(C(=O)NC3=C(C)C=CN=C3Cl)C(=N2)O[C@@H](C)C(F)(F)F)F)C1=O)CO,"InChI=1S/C20H19ClF4N6O4/c1-4-30-13(8-32)29-31(19(30)34)16-12(22)7-11(18(28-16)35-10(3)20(23,24)25)17(33)27-14-9(2)5-6-26-15(14)21/h5-7,10,32H,4,8H2,1-3H3,(H,27,33)/t10-/m0/s1",True,,,,,,
79,2022,August,8,C[C@@H]1CN(CCN1C(=O)CN2C(=NC(=N2)C)C)C3=C(C4=CN=C(C(F)(F)F)N=C4)N=C(C(F)(F)F)S3,"InChI=1S/C20H20F6N8OS/c1-10-8-32(4-5-33(10)14(35)9-34-12(3)29-11(2)31-34)16-15(30-18(36-16)20(24,25)26)13-6-27-17(28-7-13)19(21,22)23/h6-7,10H,4-5,8-9H2,1-3H3/t10-/m1/s1",True,,,,,,
80,2022,August,9,C1CC[C@H]([C@@H](C1)C2=C(C3=CC=C(C=C3)N4CCS(=O)(=O)CC4)N=C(C5=CC=C(C=C5)F)O2)C(=O)NC6(CC6)C#N,"InChI=1S/C30H31FN4O4S/c31-22-9-5-21(6-10-22)29-33-26(20-7-11-23(12-8-20)35-15-17-40(37,38)18-16-35)27(39-29)24-3-1-2-4-25(24)28(36)34-30(19-32)13-14-30/h5-12,24-25H,1-4,13-18H2,(H,34,36)/t24-,25-/m1/s1",True,,,,,,
81,2022,August,10,CC[C@@H]1C[C@@H](C2=CC(=CC=C2N1C(=O)OCC)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=NC=C(C=N4)OCCCC(=O)O,"InChI=1S/C32H31F9N4O5/c1-3-22-14-26(24-13-19(30(33,34)35)7-8-25(24)45(22)29(48)49-4-2)44(28-42-15-23(16-43-28)50-9-5-6-27(46)47)17-18-10-20(31(36,37)38)12-21(11-18)32(39,40)41/h7-8,10-13,15-16,22,26H,3-6,9,14,17H2,1-2H3,(H,46,47)/t22-,26+/m1/s1",True,,,,,,
82,2022,September,1,C1=C(C(=C(C=C1C2=CN(CC([C@H](OC(CO)[C@@H](CO)O)SC3=CN=CC(=C3)Br)O)N=N2)F)F)F,"InChI=1S/C20H20BrF3N4O5S/c21-11-3-12(5-25-4-11)34-20(33-18(9-30)17(32)8-29)16(31)7-28-6-15(26-27-28)10-1-13(22)19(24)14(23)2-10/h1-6,16-18,20,29-32H,7-9H2/t16?,17-,18?,20-/m1/s1",False,,,,,,
83,2022,September,2,C1=CC2=C(C=C1)CN(C2)C(=O)[C@H]([C@H]3CC[C@@H](CC3)N4CCCC4)N,"InChI=1S/C20H29N3O/c21-19(15-7-9-18(10-8-15)22-11-3-4-12-22)20(24)23-13-16-5-1-2-6-17(16)14-23/h1-2,5-6,15,18-19H,3-4,7-14,21H2/t15-,18-,19-/m0/s1",True,,,,,,
84,2022,September,3,C1=CC(=CC(=C1)Cl)C2=CN=C(C(=C2)O)C(=O)NCC(=O)O,"InChI=1S/C14H11ClN2O4/c15-10-3-1-2-8(4-10)9-5-11(18)13(16-6-9)14(21)17-7-12(19)20/h1-6,18H,7H2,(H,17,21)(H,19,20)",True,,,,,,
85,2022,September,4,CC1=NN=C(C2=CC=C(C=C2)N3C4=C(C=NC(=N4)N[C@@H]5CC[C@](C)(C5)C(=O)NC)C(=N3)Br)S1,"InChI=1S/C22H23BrN8OS/c1-12-28-29-19(33-12)13-4-6-15(7-5-13)31-18-16(17(23)30-31)11-25-21(27-18)26-14-8-9-22(2,10-14)20(32)24-3/h4-7,11,14H,8-10H2,1-3H3,(H,24,32)(H,25,26,27)/t14-,22-/m1/s1",True,,,,,,
86,2022,September,5,CC1=C(C=C(C=C1NC(=O)NC[C@@H](C(=O)O)N)S(=O)(=O)O)Cl,"InChI=1S/C11H14ClN3O6S/c1-5-7(12)2-6(22(19,20)21)3-9(5)15-11(18)14-4-8(13)10(16)17/h2-3,8H,4,13H2,1H3,(H,16,17)(H2,14,15,18)(H,19,20,21)/t8-/m0/s1",True,,,,,,
87,2022,September,6,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=CC=C(C=C4F)F)Cl,InChI=1S/C19H9Cl2F2N3OS/c20-11-2-1-3-12(21)17(11)18-14-5-7-16(25-26(14)9-24-19(18)27)28-15-6-4-10(22)8-13(15)23/h1-9H,True,,,,,,
88,2022,September,7,CC(C)N1C2=C(C=NC3=CC(=C(C=C32)C4=CN=C(C=C4)OCCCN5CCCCC5)F)N(C)C1=O,"InChI=1S/C27H32FN5O2/c1-18(2)33-26-21-14-20(22(28)15-23(21)29-17-24(26)31(3)27(33)34)19-8-9-25(30-16-19)35-13-7-12-32-10-5-4-6-11-32/h8-9,14-18H,4-7,10-13H2,1-3H3",True,,,,,,
89,2022,September,8,CC(C)(C)[C@@H]1COC2=C(C=C(C(=C2)OCCCOC)OC)C3=CC(=O)C(=CN31)C(=O)O,"InChI=1S/C23H29NO7/c1-23(2,3)21-13-31-18-11-20(30-8-6-7-28-4)19(29-5)9-14(18)16-10-17(25)15(22(26)27)12-24(16)21/h9-12,21H,6-8,13H2,1-5H3,(H,26,27)/t21-/m0/s1",True,,,,,,
90,2022,October,1,CC1=C(C=CC=C1)OC2=C(C3=C(C=CC=C3)C(=C2)N4C(=O)C=C(C(F)(F)F)NC4=O)Cl,"InChI=1S/C22H14ClF3N2O3/c1-12-6-2-5-9-16(12)31-17-10-15(13-7-3-4-8-14(13)20(17)23)28-19(29)11-18(22(24,25)26)27-21(28)30/h2-11H,1H3,(H,27,30)",True,,,,,,
91,2022,October,2,CN[C@H]1CN2C(=C(C=N2)S(=O)(=O)NC(=O)NC3=C4CCCC4=CC5=C3CCC5)OC1,"InChI=1S/C20H25N5O4S/c1-21-14-10-25-19(29-11-14)17(9-22-25)30(27,28)24-20(26)23-18-15-6-2-4-12(15)8-13-5-3-7-16(13)18/h8-9,14,21H,2-7,10-11H2,1H3,(H2,23,24,26)/t14-/m0/s1",True,,,,,,
92,2022,October,3,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)C2=C3C4=C(C=CN=C4S2)N([C@@H]5CN=C(CC(C)C)C=C5C)C(=O)N3,"InChI=1S/C27H32N6O3S/c1-5-21(34)30-17-7-6-8-18(17)31-25(35)24-23-22-19(9-10-28-26(22)37-24)33(27(36)32-23)20-13-29-16(11-14(2)3)12-15(20)4/h5,9-10,12,14,17-18,20H,1,6-8,11,13H2,2-4H3,(H,30,34)(H,31,35)(H,32,36)/t17-,18+,20+/m0/s1",False,,,,,,
93,2022,October,4,CC1=C(C#CC2=CC=C(C=C2)CN3CCC(CC3)CO)C=C(C4=CN(C(C5=C6CCC7(CC7)N6C=N5)C(=O)NC8=NC=CS8)N=C14)C(F)F,"InChI=1S/C37H37F2N7O2S/c1-23-27(7-6-24-2-4-25(5-3-24)19-44-15-9-26(21-47)10-16-44)18-28(34(38)39)29-20-46(43-31(23)29)33(35(48)42-36-40-14-17-49-36)32-30-8-11-37(12-13-37)45(30)22-41-32/h2-5,14,17-18,20,22,26,33-34,47H,8-13,15-16,19,21H2,1H3,(H,40,42,48)",True,,,,,,
94,2022,October,5,C[C@H]1C[C@H](CCO1)N2C(=O)C[C@@](C)(C3=C(C(=CC=C3)NC(=O)C4=CC(=CC=C4)C#N)Cl)NC2=N,"InChI=1S/C25H26ClN5O3/c1-15-11-18(9-10-34-15)31-21(32)13-25(2,30-24(31)28)19-7-4-8-20(22(19)26)29-23(33)17-6-3-5-16(12-17)14-27/h3-8,12,15,18H,9-11,13H2,1-2H3,(H2,28,30)(H,29,33)/t15-,18-,25-/m0/s1",True,,,,,,
95,2022,October,6,C1C[C@H](C[C@@H](C1)O)N2C3=C(C=NC(=N3)NC4=CC=C(C=C4)S(=O)(=O)NC(=O)O)C5(CC5)C2=O,"InChI=1S/C21H23N5O6S/c27-14-3-1-2-13(10-14)26-17-16(21(8-9-21)18(26)28)11-22-19(24-17)23-12-4-6-15(7-5-12)33(31,32)25-20(29)30/h4-7,11,13-14,25,27H,1-3,8-10H2,(H,29,30)(H,22,23,24)/t13-,14-/m1/s1",False,,,,,,
96,2022,October,7,CC(C)[C@@H](C(=O)OCC1CCOCC1)NC(=O)C2=CC=C3COB(C3=C2C)O,"InChI=1S/C20H28BNO6/c1-12(2)18(20(24)27-10-14-6-8-26-9-7-14)22-19(23)16-5-4-15-11-28-21(25)17(15)13(16)3/h4-5,12,14,18,25H,6-11H2,1-3H3,(H,22,23)/t18-/m0/s1",True,,,,,,
97,2022,October,8,COCC1=NN(CC2=CC=C(C=C2)CN3C=CC=CC3=O)C=C1C(=O)NCC4=C(C(=CC=N4)OC)F,"InChI=1S/C26H26FN5O4/c1-35-17-22-20(26(34)29-13-21-25(27)23(36-2)10-11-28-21)16-32(30-22)15-19-8-6-18(7-9-19)14-31-12-4-3-5-24(31)33/h3-12,16H,13-15,17H2,1-2H3,(H,29,34)",True,,,,,,
98,2022,October,9,CC1=CN=C(C=N1)NC(=O)C2=CC(=CC(=C2)OC3=NC=C(C(=O)N4CCC4)N=C3)O[C@@H](C)COC,"InChI=1S/C24H26N6O5/c1-15-10-27-21(12-25-15)29-23(31)17-7-18(34-16(2)14-33-3)9-19(8-17)35-22-13-26-20(11-28-22)24(32)30-5-4-6-30/h7-13,16H,4-6,14H2,1-3H3,(H,27,29,31)/t16-/m0/s1",True,,,,,,
99,2022,November,1,C[C@@H](CC1=C(C)C2=NC(=CC(=C2S1)NCC3=CC=CS3)Cl)N,"InChI=1S/C16H18ClN3S2/c1-9(18)6-13-10(2)15-16(22-13)12(7-14(17)20-15)19-8-11-4-3-5-21-11/h3-5,7,9H,6,8,18H2,1-2H3,(H,19,20)/t9-/m0/s1",True,,,,,,
100,2022,November,2,C=CC(=O)N1CCCC(C1)N2C(=O)C3=NC=CC=C3N(CC4=CC=C(C=C4)OC5=CC=CC=C5)C2=O,"InChI=1S/C28H26N4O4/c1-2-25(33)30-17-7-8-21(19-30)32-27(34)26-24(11-6-16-29-26)31(28(32)35)18-20-12-14-23(15-13-20)36-22-9-4-3-5-10-22/h2-6,9-16,21H,1,7-8,17-19H2",True,,,,,,
101,2022,November,3,CCOC1=CC=CN=C1OC2=CN=CC(=C2)C3=NC=C(C=N3)C(=O)N[C@H]4CCOC4,"InChI=1S/C21H21N5O4/c1-2-29-18-4-3-6-23-21(18)30-17-8-14(9-22-12-17)19-24-10-15(11-25-19)20(27)26-16-5-7-28-13-16/h3-4,6,8-12,16H,2,5,7,13H2,1H3,(H,26,27)/t16-/m0/s1",True,,,,,,
102,2022,November,4,CC(C)(C1=CSC(=N1)NS(=O)(=O)C2CC2)C(=O)NC3=NC=C(C=C3)C4=CN=CC(=N4)C(F)(F)F,"InChI=1S/C20H19F3N6O3S2/c1-19(2,15-10-33-18(27-15)29-34(31,32)12-4-5-12)17(30)28-16-6-3-11(7-25-16)13-8-24-9-14(26-13)20(21,22)23/h3,6-10,12H,4-5H2,1-2H3,(H,27,29)(H,25,28,30)",True,,,,,,
103,2022,November,5,C1=CC(=C(C=C1)OCCN2CCOC[C@H]2CO)CC3=CN(C(F)F)N=C3C4=CC(=NC(=N4)N)Cl,"InChI=1S/C22H25ClF2N6O3/c23-19-10-17(27-22(26)28-19)20-15(11-31(29-20)21(24)25)9-14-3-1-2-4-18(14)34-8-6-30-5-7-33-13-16(30)12-32/h1-4,10-11,16,21,32H,5-9,12-13H2,(H2,26,27,28)/t16-/m1/s1",True,,,,,,
104,2022,November,6,CC(C)N1C=C(C=N1)C2=CN3C(=C(C=N3)C4=CN=CC(=C4)C(=O)NC([2H])([2H])[2H])N=C2O[C@H]5CCOC5,"InChI=1S/C23H25N7O3/c1-14(2)29-11-17(9-26-29)20-12-30-21(28-23(20)33-18-4-5-32-13-18)19(10-27-30)15-6-16(8-25-7-15)22(31)24-3/h6-12,14,18H,4-5,13H2,1-3H3,(H,24,31)/t18-/m0/s1/i3D3",True,,,,,,
105,2022,November,7,CC(C)OC(=O)[C@H](CCC(=O)C=[N])NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)C,"InChI=1S/C22H27N4O5/c1-13(2)31-22(30)19(9-8-16(28)11-23)26-21(29)20(25-14(3)27)10-15-12-24-18-7-5-4-6-17(15)18/h4-7,11-13,19-20,24H,8-10H2,1-3H3,(H,25,27)(H,26,29)/t19-,20-/m0/s1",False,,,,,,
106,2022,November,8,COCCOC1=CC2=C(C(=C1)F)[C@H](CC2)NC3=C(C=C4C(=N3)N=C(N4)O[C@@H]5CO[C@@H]6[C@@H](CO[C@H]56)O)Cl,"InChI=1S/C24H26ClFN4O6/c1-32-4-5-33-12-6-11-2-3-15(19(11)14(26)7-12)27-22-13(25)8-16-23(29-22)30-24(28-16)36-18-10-35-20-17(31)9-34-21(18)20/h6-8,15,17-18,20-21,31H,2-5,9-10H2,1H3,(H2,27,28,29,30)/t15-,17+,18+,20+,21+/m0/s1",True,,,,,,
