,source,smiles,inchi,inchikey,validation
22,DH-MOTM-Poster-March2023.pdf,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@@H]3CC[C@@H](N[S@TB6](=O)(=O)CC)CC3)CC2)C1)C(C)C,"InChI=1S/C32H47FN6O4S/c1-5-39(23(3)4)31(40)27-17-25(33)9-12-28(27)43-29-18-34-22-35-30(29)38-20-32(21-38)13-15-37(16-14-32)19-24-7-10-26(11-8-24)36-44(41,42)6-2/h9,12,17-18,22-24,26,36H,5-8,10-11,13-16,19-21H2,1-4H3/t24-,26-",FRVSRBKUQZKTOW-YOCNBXQISA-N,True
23,DH-MOTM-Poster-March2023.pdf,COc1cc(NC(C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc([S@SP3](C)(=O)=O)c1,"InChI=1S/C26H22ClF3N2O6S/c1-36-17-9-15(10-18(11-17)39(3,34)35)32-24(19-6-4-14(27)8-23(19)37-2)25(33)21-13-31-22-7-5-16(12-20(21)22)38-26(28,29)30/h4-13,24,31-32H,1-3H3",QNOPDDHSGQQLCV-UHFFFAOYSA-N,True
24,DH-MOTM-Poster-March2023.pdf,Cc1ccc(C(=O)Nc2nc(-c3ccco3)c(C(=O)C3CCOCC3)s2)cn1,"InChI=1S/C20H19N3O4S/c1-12-4-5-14(11-21-12)19(25)23-20-22-16(15-3-2-8-27-15)18(28-20)17(24)13-6-9-26-10-7-13/h2-5,8,11,13H,6-7,9-10H2,1H3,(H,22,23,25)",KMFLQPJJHQNKKF-UHFFFAOYSA-N,True
25,DH-MOTM-Poster-March2023.pdf,Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O,"InChI=1S/C25H22ClF2N5O3/c1-13-10-30-18(17-5-6-29-24(32-17)25(3,4)35)9-20(13)33-14(2)7-21(22(26)23(33)34)36-12-19-16(28)8-15(27)11-31-19/h5-11,35H,12H2,1-4H3",FQPQMJULRZINPV-UHFFFAOYSA-N,True
26,DH-MOTM-Poster-March2023.pdf,CCC.CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1cccc(F)c1C,"InChI=1S/C29H35FN6O5S.C3H8/c1-5-41-26(37)22-21(15-34-10-11-36-18(13-34)14-35(28(36)40)16-29(3,4)27(38)39)32-24(25-31-9-12-42-25)33-23(22)19-7-6-8-20(30)17(19)2;1-3-2/h6-9,12,18,23H,5,10-11,13-16H2,1-4H3,(H,32,33)(H,38,39);3H2,1-2H3/t18-,23-;/m0./s1",KERNSZUCJOBYES-JCNFZFLDSA-N,False
27,DH-MOTM-Poster-March2023.pdf,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,"InChI=1S/C27H41F2N5O/c1-7-8-23(32-20-10-9-18-11-19(28)12-22(29)21(18)13-20)25(35)33-24-14-34(17-31-24)27(5,6)16-30-15-26(2,3)4/h11-12,14,17,20,23,30,32H,7-10,13,15-16H2,1-6H3,(H,33,35)/t20-,23-/m0/s1",VFCRKLWBYMDAED-REWPJTCUSA-N,True
28,DH-MOTM-Poster-March2023.pdf,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccccc5)CC4)ccc3C2=O)C(=O)N1,"InChI=1S/C25H27N3O3/c29-23-9-8-22(24(30)26-23)28-16-20-14-19(6-7-21(20)25(28)31)18-10-12-27(13-11-18)15-17-4-2-1-3-5-17/h1-7,14,18,22H,8-13,15-16H2,(H,26,29,30)",OMISHRJQMYQPMG-UHFFFAOYSA-N,True
29,DH-MOTM-Poster-March2023.pdf,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,"InChI=1S/C36H46N8O3/c1-24-19-25(20-28-23-37-40-33(24)28)21-32(35(46)43-17-15-42(16-18-43)29-9-11-41(2)12-10-29)39-36(47)44-13-7-26(8-14-44)30-22-27-5-3-4-6-31(27)38-34(30)45/h3-6,19-20,22-23,26,29,32H,7-18,21H2,1-2H3,(H,37,40)(H,38,45)(H,39,47)/t32-/m1/s1",JJVAPHYEOZSKJZ-JGCGQSQUSA-N,True
30,DH-MOTM-Poster-April-2023.pdf,[H][C@]1([C@H](O)C[C@H]2c3c(F)cccc3-c3cncn32)CC[C@H](O)CC1,"InChI=1S/C18H21FN2O2/c19-14-3-1-2-13-16-9-20-10-21(16)15(18(13)14)8-17(23)11-4-6-12(22)7-5-11/h1-3,9-12,15,17,22-23H,4-8H2/t11-,12-,15-,17+/m0/s1",YGACXVRLDHEXKY-WXRXAMBDSA-N,True
31,DH-MOTM-Poster-April-2023.pdf,CC[C@](C)(N)CNC(=O)c1c(C)nc2c(OCc3c(F)cccc3F)cc(C)cn12,"InChI=1S/C22H26F2N4O2/c1-5-22(4,25)12-26-21(29)19-14(3)27-20-18(9-13(2)10-28(19)20)30-11-15-16(23)7-6-8-17(15)24/h6-10H,5,11-12,25H2,1-4H3,(H,26,29)/t22-/m0/s1",MITNUFZPBQIMAT-QFIPXVFZSA-N,True
32,DH-MOTM-Poster-April-2023.pdf,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,"InChI=1S/C23H24F2N2O5/c1-4-29-18-8-6-5-7-17(18)21(28)26-12-16-13-30-22(27-16)15-9-10-19(32-23(24)25)20(11-15)31-14(2)3/h5-11,13-14,23H,4,12H2,1-3H3,(H,26,28)",VFBILHPIHUPBPZ-UHFFFAOYSA-N,True
33,DH-MOTM-Poster-April-2023.pdf,O.[H]C1[CH]OCC(=O)NCC2=CC=CCC3C(=C2)C[CH]32NC(=O)C(CNC(=O)CCCCC[N+](C)(C)C)NC(=O)C(C)NC(=O)CCC(=O)N(CCCCN[CH]C)(CCCCCCN3C=C(C[CH]NC2=O)C2=C3C=CC(F)=C2)CC2=CC=C(C=C2)CCNCC(C)NCC(CC2=CC=C(OC)C=C2)NCC(C(C)O)NC1=O,,,False
34,DH-MOTM-Poster-April-2023.pdf,CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2C[C@H]2CN(C(=O)OC)CCO2)c(F)c1,"InChI=1S/C23H24F2N4O4/c1-13-4-5-29-18(11-15-12-28(6-7-33-15)23(31)32-3)21(27-19(29)8-13)20-16(24)9-14(10-17(20)25)22(30)26-2/h4-5,8-10,15H,6-7,11-12H2,1-3H3,(H,26,30)/t15-/m0/s1",SEHLMRJSQFAPCJ-HNNXBMFYSA-N,True
35,DH-MOTM-Poster-April-2023.pdf,O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1C[S@TB19](=O)(=O)c1c(F)cccc1-2)N1CCOCC1,"InChI=1S/C26H27FN4O5S/c27-22-3-1-2-20-24-21(17-37(33,34)25(20)22)23(26(32)30-10-14-36-15-11-30)28-31(24)19-6-4-18(5-7-19)16-29-8-12-35-13-9-29/h1-7H,8-17H2",NFHSJYKXENYICE-UHFFFAOYSA-N,True
36,DH-MOTM-Poster-April-2023.pdf,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,"InChI=1S/C24H28N6O3/c31-22-4-3-20-24-29(22)15-19(30(24)23(32)13-27-20)14-28-7-5-17(6-8-28)25-11-18-10-16-2-1-9-33-21(16)12-26-18/h3-4,10,12-13,17,19,25H,1-2,5-9,11,14-15H2/t19-/m1/s1",PZFAZQUREQIODZ-LJQANCHMSA-N,True
37,DH-MOTM-Poster-April-2023.pdf,COc1cc(OC2C(C)(C)C(NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)c(F)c6)CC5)CC4)cc3)C2(C)C)ccc1C#N,"InChI=1S/C45H54FN7O6/c1-44(2)42(45(3,4)43(44)59-33-12-8-30(26-47)37(25-33)58-5)50-39(55)29-6-9-31(10-7-29)52-18-16-28(17-19-52)27-51-20-22-53(23-21-51)32-11-13-34(35(46)24-32)40(56)48-36-14-15-38(54)49-41(36)57/h6-13,24-25,28,36,42-43H,14-23,27H2,1-5H3,(H,48,56)(H,50,55)(H,49,54,57)/t36-,42?,43?/m0/s1",RDPPBRKNBBXPNZ-PJXMSJPKSA-N,True
38,DH-MOTM-Poster-April-2023.pdf,CCCCCC.CCN(C)[S@SP2](=O)(=O)Nc1ccc(F)c(Oc2ccc3ncn([C@H]4COC5(CCN(C(=O)CC6(O)CCN(c7cc8c(cc7F)c(N7CCC(=O)NC7=O)nn8C)CC6)CC5)C4)c(=O)c3c2)c1C#N,"InChI=1S/C45H49F2N11O9S.C6H14/c1-4-53(2)68(64,65)52-35-8-6-32(46)40(31(35)24-48)67-28-5-7-34-29(19-28)42(61)58(26-49-34)27-22-45(66-25-27)12-17-56(18-13-45)39(60)23-44(63)10-15-55(16-11-44)37-21-36-30(20-33(37)47)41(51-54(36)3)57-14-9-38(59)50-43(57)62;1-3-5-6-4-2/h5-8,19-21,26-27,52,63H,4,9-18,22-23,25H2,1-3H3,(H,50,59,62);3-6H2,1-2H3/t27-;/m1./s1",YTRBPMVQKBBQNX-HZPIKELBSA-N,False
39,DH-MOTM-Poster-April-2023.pdf,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)N1CCO[C@@H](C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C3(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC3)C(=O)N3CCC[C@H](N3)C(=O)OCC(C)(C)C2)C1,"InChI=1S/C55H78FN9O8/c1-13-64-44-19-18-37-30-40(44)41(48(64)39-16-14-24-57-46(39)36(4)71-12)32-53(5,6)34-73-51(69)42-17-15-25-65(59-42)50(68)43(31-38-33-63(37)28-29-72-38)58-49(67)47(35(2)3)61(11)52(70)55(56)22-26-62(27-23-55)45(66)20-21-54(7,8)60(9)10/h14,16,18-19,24,30,35-36,38,42-43,47,59H,13,15,17,22-23,25-29,31-34H2,1-12H3,(H,58,67)/t36-,38-,42-,43-,47-/m0/s1",HJNFYLSFWYRSHS-CMZSUCOPSA-N,True
40,DH-MOTM-Poster-May2023.pdf,C[C@@H](O[P@SP2](=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1,"InChI=1S/C21H25N4O6P/c1-15(31-32(29,23-9-10-23)24-11-12-24)16-7-8-19(25(27)28)20(14-16)30-18-6-4-5-17(13-18)21(26)22(2)3/h4-8,13-15H,9-12H2,1-3H3/t15-/m1/s1",NWGZZGNICQFUHV-OAHLLOKOSA-N,True
41,DH-MOTM-Poster-May2023.pdf,CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,"InChI=1S/C16H20N4O2/c1-12(21)20-8-5-13(6-9-20)11-22-14-2-3-15(17-10-14)16-4-7-18-19-16/h2-4,7,10,13H,5-6,8-9,11H2,1H3,(H,18,19)",GNQGSUOEYQIORN-UHFFFAOYSA-N,True
42,DH-MOTM-Poster-May2023.pdf,Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1,"InChI=1S/C24H30N6O4/c1-13-12-30(5)28-15(13)22(24(2)9-6-7-10-24)27-17-16(20(32)21(17)33)26-14-8-11-25-18(19(14)31)23(34)29(3)4/h8,11-12,22,27,31H,6-7,9-10H2,1-5H3,(H,25,26)/t22-/m0/s1",WZBSYWCLIMRAHO-QFIPXVFZSA-N,True
43,DH-MOTM-Poster-May2023.pdf,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,"InChI=1S/C15H19N5O/c1-3-13(21)20-8-11(5-4-10(20)2)19-15-12-6-7-16-14(12)17-9-18-15/h3,6-7,9-11H,1,4-5,8H2,2H3,(H2,16,17,18,19)/t10-,11+/m0/s1",CBRJPFGIXUFMTM-WDEREUQCSA-N,True
44,DH-MOTM-Poster-May2023.pdf,Cc1cc(OC[P@TB19]2(O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,"InChI=1S/C28H33ClO5P/c1-18(2)25-14-21(8-9-27(25)30)15-26-19(3)12-24(13-20(26)4)32-17-35(31)33-11-10-28(34-35)22-6-5-7-23(29)16-22/h5-9,12-14,16,18,28,30-31H,10-11,15,17H2,1-4H3/t28-/m0/s1",TYFGDBVDWAMZBM-NDEPHWFRSA-N,False
45,DH-MOTM-Poster-May2023.pdf,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,"InChI=1S/C37H44N8O4/c1-23-18-42(27-21-49-22-27)9-10-43(23)26-5-6-33(39-17-26)40-30-13-25(19-41(4)35(30)47)28-7-8-38-34(29(28)20-46)45-12-11-44-31(36(45)48)14-24-15-37(2,3)16-32(24)44/h5-8,13-14,17,19,23,27,46H,9-12,15-16,18,20-22H2,1-4H3,(H,39,40)/t23-/m0/s1",WNEODWDFDXWOLU-QHCPKHFHSA-N,True
46,DH-MOTM-Poster-May2023.pdf,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,"InChI=1S/C30H33FN8O2S/c1-4-24-29(35(3)30-34-27(25(14-32)42-30)20-5-7-21(31)8-6-20)39-15-22(13-19(2)28(39)33-24)37-11-9-36(10-12-37)18-26(41)38-16-23(40)17-38/h5-8,13,15,23,40H,4,9-12,16-18H2,1-3H3",REQQVBGILUTQNN-UHFFFAOYSA-N,True
47,DH-MOTM-Poster-May2023.pdf,C[C@H]1CNCCN1c1nccc(-c2noc3c2CCC[C@@]32CCCc3sc(N)c(C#N)c32)n1,"InChI=1S/C24H27N7OS/c1-14-13-27-10-11-31(14)23-28-9-6-17(29-23)20-15-4-2-7-24(21(15)32-30-20)8-3-5-18-19(24)16(12-25)22(26)33-18/h6,9,14,27H,2-5,7-8,10-11,13,26H2,1H3/t14-,24-/m0/s1",PVOYBVVIBNPTPJ-BSEYFRJRSA-N,False
